time,LGLTMED,LRF,LADDLONG,LST,LTA,LGM,RGLTMED,RRF,RADDLONG,RST,RTA,RGM
0.154,0.0434882,-0.00350958,0.0865187,0.0111391,-0.0166323,0.0181582,-0.0267033,-0.0230411,0.0181582,0.0129702,-0.00656138,0.00961318
0.155,0.00442511,-0.00991837,0.0840772,0.0169375,-0.0288396,-0.0535592,-0.0230411,-0.0248722,0.0178531,-0.0239567,0.000152588,0.00564584
0.156,-0.0148013,-0.0129702,0.0813306,-0.00381476,-0.0257877,-0.0773632,-0.0221256,-0.0221256,0.016022,-0.0138857,-0.00198368,0.00320439
0.157,0.0157168,-0.0138857,0.0801099,-0.00411994,-0.0444038,0.0349432,-0.0221256,-0.0166323,0.0175479,-0.00167849,-0.00503548,0.0077821
0.158,0.0294499,-0.0117494,0.0810254,0.00198367,-0.0492866,0.149691,-0.024567,-0.0163272,0.0129702,-0.0306706,0.00350957,0.00869764
0.159,0.0144961,-0.012665,0.0813306,-0.0047303,-0.0560006,0.0306706,-0.0318914,-0.0199893,0.0157168,-0.0349432,-0.00259404,0.009308
0.16,-0.00747692,-0.012665,0.0831617,0.0169375,-0.0450141,-0.0538643,-0.0215152,-0.0196841,0.016022,-0.0111391,-0.0062562,0.00991836
0.161,0.00137331,-0.0102235,0.0788891,0.0300603,-0.00106813,-0.037995,-0.0202945,-0.0184634,0.0114443,-0.00411994,-0.00595102,0.00869764
0.162,0.00747692,-0.00900283,0.0755322,0.0257877,0.00869764,-0.0462348,-0.0202945,-0.0138857,0.00900282,0.00839246,-0.0047303,0.0062562
0.163,0.0062562,-0.0077821,0.0672923,0.0221256,0.00869764,-0.0386053,-0.0148013,-0.0157168,0.00686656,0.0120546,-0.00595102,0.00503547
0.164,-0.0154116,-0.00656138,0.0587472,0.0187686,0.0419623,0.00259403,-0.0117494,-0.0218204,0.00869764,0.0151064,-0.0157168,0.00503547
0.165,0.00137331,-0.00839246,0.0489815,0.0202945,0.0462348,0.000457768,-0.0181582,-0.0190738,0.00411993,0.0114443,-0.00808728,0.0123598
